nconst	primary_name	birth_year	death_year	primary_profession	known_for_titles
nm13218558	Bob Ball	NULL	NULL	actor	tt16310940
nm13218474	Nathaniel Madden	NULL	NULL	actor	tt16310940
nm5954636	Sergey A.	1996	NULL	writer,producer,cinematographer	tt9349608,tt6067750,tt5251598,tt5927506
nm11710798	Sergey Chekalin	NULL	NULL	composer	tt12683912,tt13545924,tt14888920,tt14947734
nm3266312	Carla Albuquerque	1969	NULL	director,producer,art_director	tt17001790,tt7887068,tt5973814,tt6819176
nm7664327	Beto Ribeiro	1973	NULL	writer,producer,director	tt7887068,tt5973814,tt6819138,tt17001790
nm9487606	Aline Juliet	NULL	NULL	camera_department,cinematographer	tt7887068,tt6039912,tt10363712,tt6819176
nm3801060	Brenton House	NULL	NULL	producer,actor,writer	tt17592944,tt17501844,tt17538610,tt17506078
nm12733477	Frank Martinez	NULL	NULL	producer,director	tt14990914,tt17519848
nm2368082	Erich Kemp	NULL	NULL	director,producer,writer	tt1866176,tt0411951,tt3213078,tt4498770
nm4978663	A.J. Martinson	NULL	NULL	cinematographer,editor,producer	tt12670610,tt2945246,tt7211528,tt4360924
nm4267448	Zach Quinones	NULL	NULL	writer,producer,director	tt3397548,tt5538746,tt2320134,tt13496898
nm10771349	Luigi Ferrajoli	NULL	NULL		tt2294989,tt18225750
nm1939363	Márcia Tiburi	1970	NULL	writer	tt18225750,tt16384190,tt8631464,tt9874080
nm13034656	Regiana Queiroz	NULL	NULL	director,writer,editor	tt18264278,tt18264320,tt18247736,tt18249660
NULL	NULL	NULL	NULL	NULL	NULL
nm13452087	Adesuwa Omon	NULL	NULL		NULL
nm12831263	Bukunmi Adeaga-Ilori	NULL	NULL	actress,writer	tt15845604,tt15201114,tt18353108,tt15553030
nm9803346	Bisola Aiyeola	NULL	NULL	actress,producer	tt20861100,tt13622620,tt8960334,tt21146202
nm6031411	Emmanuel Ikubese	NULL	NULL	actor,director,writer	tt10750318,tt6412170,tt7319252,tt6660922
nm6170426	Kachi Nnochiri	NULL	NULL	actor	tt15728218,tt16384288,tt9193742,tt5065500
nm8723905	Biodun Stephen	NULL	NULL	director,writer,producer	tt8336806,tt15119398,tt8345070,tt15150454
nm11889928	Mannie Oiseomaye	NULL	NULL	writer,location_management,director	tt16171382,tt16119074,tt15431350,tt17062106
nm12806792	Tara Ajibulu	NULL	NULL	producer	tt15150454,tt18353108
nm9940286	Ladipo Abiola	NULL	NULL	cinematographer,camera_department	tt8633882,tt18765672,tt8348158,tt18378176
nm9983242	Lawrence Morgan	NULL	NULL	cinematographer	tt18353108,tt16171382,tt11631452,tt15895606
nm1703983	Yorick Niess	NULL	NULL	editor,director,cinematographer	tt18372080,tt1233200
nm13448701	Ludger Kreilos-Erichsen	NULL	NULL		NULL
nm4968382	Reecode	NULL	NULL	composer	tt18372080,tt2292591
nm12008576	Arun Maini	1995	NULL		tt19113518,tt12934742,tt19872294
nm0259722	Max Ernst	1891	1976	actor,writer,art_department	tt0021577,tt0039735,tt0039340,tt0060680
nm4601693	Dominique de Menil	NULL	NULL		tt1918943
nm0210283	François De Menil	NULL	NULL	producer,director,actor	tt0216643,tt0074351,tt0121520,tt0081562
nm3322225	John de Menil	NULL	NULL	cinematographer,camera_department,director	tt3776704,tt12895776,tt1482459,tt3728372
nm3347027	Jack McDonald	NULL	NULL	camera_department,cinematographer,editor	tt13484860,tt1900902,tt4276752,tt4846232
nm10194309	Ali Necati Kumcuoglu	NULL	NULL	director,editor,producer	tt21143150
nm13577639	Mehmet Canlar	NULL	NULL		NULL
nm13577641	Mustafa Ekim	NULL	NULL		NULL
nm13577640	Yildiz Erarslan	NULL	NULL		NULL
nm0041003	David Attenborough	1926	NULL	writer,producer,director	tt2092588,tt6769208,tt0795176,tt0135095
nm12522441	Lee Jagow	NULL	NULL	actor	tt20775212,tt20778034,tt20772114,tt14551922
nm10361418	Greta Thunberg	2003	NULL	writer,actress,miscellaneous	tt10394738,tt14525964
nm12585361	Lucy Ciara McCutcheon	NULL	NULL	director,writer,editor	tt20916292,tt21057826,tt20778004,tt20778034
nm10431153	Roxane Schlumberger	NULL	NULL	director,editor,writer	tt15012312,tt15049830,tt19783474,tt20881418
nm6665663	Jordan Hill	NULL	NULL	editor,director,writer	tt5775822,tt3900510,tt20881218,tt14854310
nm2848144	David Weindel	NULL	NULL	actor,miscellaneous,producer	tt2325517,tt3682794,tt3412738,tt2994948
nm4636515	Bostweek Lewis	NULL	NULL	actor,writer,producer	tt3682794,tt4321202,tt8215470,tt19797258
nm2427472	Matt Zuena	1986	NULL	actor,producer	tt3682794,tt8215470,tt6352316,tt19797258
nm13596428	Anthony Pereschino	NULL	NULL	actor	tt3682794,tt19797258
nm5164168	Sissy O'Hara	1955	NULL	actress,miscellaneous,make_up_department	tt3321922,tt8215470,tt9033256,tt7385642
nm13596429	Paul Calise	NULL	NULL		tt19797258
nm3535133	Adam Carbone	NULL	NULL	actor,producer,writer	tt9334162,tt9854058,tt1352771,tt3682794
nm4666979	The Dicksta	NULL	NULL	actor,producer,director	tt2285733,tt1352771,tt6206436,tt6862864
nm13655211	John Allen	NULL	NULL	actor,executive	tt19797258,tt10098498
nm3765903	Mary Tennant	NULL	NULL	actress	tt2625218,tt2328725,tt1430505,tt3682794
nm13600551	Jeff K	NULL	NULL	director	NULL
nm5937739	Petru Hadarca	NULL	NULL	director,writer,actor	tt3182678,tt19863146,tt3186912,tt20414862
nm4116248	Virgiliu Margineanu	NULL	NULL	producer	tt18246532,tt18189414,tt1741706,tt18246626
nm13681661	Oleg Popescu	NULL	NULL	cinematographer	tt20414862
nm7959035	Radu-Dumitru Zaporojan	NULL	NULL	director,writer,editor	tt5507386,tt11000526,tt18189414,tt10385004
nm4896383	Marco Biagioli	NULL	NULL	producer,actor,writer	tt0168348,tt0480063,tt1499680,tt12607356
nm11660885	Aruna Balaraj	NULL	NULL	actress	tt13175150,tt9319824,tt21036122
nm3616872	Ravi Bhat	NULL	NULL	actor	tt8364132,tt11731984,tt11859872,tt11344598
nm10641115	Nagabhushanam	NULL	NULL		tt21036122,tt8852312,tt8535472
nm8593577	Ashwin Rao Pallaki	NULL	NULL	actor	tt15333516,tt6054758,tt7997932,tt11924406
nm10671611	Preetham Tegginamane	NULL	NULL	camera_department,cinematographer,director	tt15516780,tt12053122,tt5341550,tt5872120
nm13752128	Nandakishore c	NULL	NULL	producer	tt21036122
nm13752129	Vivan Radhakrishna	NULL	NULL	composer	tt21036122
nm7993567	Priyanka Thimmesh	NULL	NULL	actress	tt7231546,tt5465370,tt6672238,tt15136954
nm10418189	Akanke Birmingham	NULL	NULL	actress	tt13243990,tt13828794,tt14109484,tt21083296
nm13772614	Ashley Dalsania	NULL	NULL	actress	NULL
nm11002825	Poppy Gillett	NULL	NULL	actress,costume_designer	tt9077876,tt18265230,tt7472992,tt21083296
nm13772613	Kory Johnson	NULL	NULL	actor	NULL
nm9574275	John Taylor Timmons	NULL	NULL	director,writer,cinematographer	tt10719250,tt8707630,tt10750590,tt10800426
nm11197149	Kristen Noel Osborne	NULL	NULL	producer,casting_department,casting_director	tt7347248,tt13582040,tt11431024
nm10886965	Madison Timmons	NULL	NULL	producer,actress	tt10800426,tt21083296,tt10750590
nm7458595	Matthew Cravener	NULL	NULL	composer	tt8707630,tt21083296,tt7046966,tt5448754
nm13772615	Shelby Lutz	NULL	NULL	art_department,production_designer,set_decorator	NULL
nm13763704	Daniyar Kulumshin	NULL	NULL	composer	tt21065098,tt21059328,tt21071394,tt21091528
nm13776454	Nadezhda Borimskaya	NULL	NULL	actor	tt7045508,tt21114222,tt6730474,tt21091528
nm13768598	Anastasia Marusenko	NULL	NULL	actress	tt11050404,tt21114222,tt21097730,tt12529684
nm13745302	Dulat Mukhametkaliyev	NULL	NULL	actor,composer	tt21091528,tt20989130,tt21139706,tt21052610
nm13498791	Prince Oak Oakleyski	1992	NULL	director,actor,casting_director	tt7245176,tt7223050,tt21052610
nm12334780	I. Kolyada	NULL	NULL	director,assistant_director,writer	tt21052610,tt21115330,tt21140954,tt21114222
nm13742040	Wanwisa Jaidee	NULL	NULL	writer,editor	tt21114222,tt21065098,tt21091528,tt20912228
nm13763705	Supassara	NULL	NULL	editor,writer,actress	tt21091528,tt21140954,tt21139706,tt21065098
nm13742039	Akim Rakhimov	NULL	NULL	producer,composer,actor	tt21097730,tt21071630,tt21108248,tt21065098
nm13776455	Kolya Dev	NULL	NULL	composer,actor,producer	tt21091528,tt21139706,tt21115330
nm9018267	Arun Sagara	NULL	NULL	director,actor,writer	tt6932748,tt21094962,tt11064300,tt13192140
nm13778563	Firoz Khan	NULL	NULL	actor	tt21094962
nm11107362	Dhanisha	NULL	NULL		tt9477520,tt21094962
nm9202318	Pramod Mohan	NULL	NULL	writer,director	tt20771614,tt11826240,tt7253450,tt21094962
nm13778564	Firoz Khan	NULL	NULL	writer	tt21094962
nm13778565	Vinoy George	NULL	NULL		tt21094962
nm13778566	Muhammad Diligent Righteous	NULL	NULL	composer	tt21094962
nm11940154	Devushan	NULL	NULL	cinematographer	tt13192140,tt21094962
nm11940155	Renjith Surendran	NULL	NULL	editor,editorial_department	tt13192140,tt21094962,tt15554854
nm9825894	Marius Nordeng Mellem	NULL	NULL	director,writer,camera_department	tt21111272,tt8388518
nm13787743	Guro Kobberød	NULL	NULL	producer	NULL
nm13787744	Hege Strøm Knutsen	NULL	NULL	composer	tt21111272
nm13787745	Kylo Salvesen	NULL	NULL	cinematographer,editor	tt21111272
nm13776454	Nadezhda Borimskaya	NULL	NULL	actor	tt7045508,tt21114222,tt6730474,tt21091528
nm13745070	Eldar Mahyanov	NULL	NULL	actor,producer,composer	tt21052936,tt21059328,tt21052610,tt20989130
nm13768506	Batyrkhan Abayevich Malikov	NULL	NULL	actor	tt15063296,tt21114222,tt14247286,tt11703050
nm13768598	Anastasia Marusenko	NULL	NULL	actress	tt11050404,tt21114222,tt21097730,tt12529684
nm12334780	I. Kolyada	NULL	NULL	director,assistant_director,writer	tt21052610,tt21115330,tt21140954,tt21114222
nm13498791	Prince Oak Oakleyski	1992	NULL	director,actor,casting_director	tt7245176,tt7223050,tt21052610
nm13742040	Wanwisa Jaidee	NULL	NULL	writer,editor	tt21114222,tt21065098,tt21091528,tt20912228
nm13745069	Supisara Siriwong	NULL	NULL	cinematographer,actress,editor	tt21139706,tt21065098,tt21114222,tt21140954
nm13763705	Supassara	NULL	NULL	editor,writer,actress	tt21091528,tt21140954,tt21139706,tt21065098
nm13798960	Gopinath Arumugam	NULL	NULL	actor,producer	tt21154882
nm13798961	Sundar	NULL	NULL	actor	tt21154882
nm13798964	Hussain	NULL	NULL	actor	tt21154882
nm13798962	Afrina	NULL	NULL	actress	tt21154882
nm13798959	Vigneshwaran Karuppusamy	NULL	NULL	director,writer	tt21154882
nm12860173	Pravin Rai	NULL	NULL	composer,editor	tt21154882,tt15258860
nm13798965	Sivanath Rajan	NULL	NULL	cinematographer	tt21154882
nm13798966	B Prakash Raj	NULL	NULL	editor	tt21154882
nm9414429	Thomas Francesconi	NULL	NULL	actor,assistant_director,camera_department	tt9833504,tt7626836,tt7711696,tt14663632
nm13800733	Susanna Valtucci	NULL	NULL	actress	NULL
nm10621246	Nikolas Lucchini	NULL	NULL		tt10186364,tt8799390
nm5400982	William Angiuli	1974	NULL	actor	tt1285153,tt6911004,tt8883660,tt6118688
nm4093986	Nicolò Tagliabue	NULL	NULL	editor,producer,director	tt7626836,tt7626390,tt9833504,tt7926240
nm9419626	Francesco Gambino	NULL	NULL	actor,producer,sound_department	tt7626836,tt9833504
nm7568204	Francesco Tresca	NULL	NULL	composer,music_department,sound_department	tt10994444,tt10921118,tt5480036,tt10844184
nm9414441	Davide Pedace	NULL	NULL	cinematographer,camera_department,editor	tt9833504,tt21158494,tt7926240,tt15545392
nm0477215	Crystal Kwok	1966	NULL	actress,director,writer	tt0093015,tt0095403,tt0275523,tt0097775
nm11746509	Vinay Mahdevan	NULL	NULL	actor,writer	tt12960116,tt10731732,tt21198540
nm2496992	Ajay	NULL	NULL	actor	tt9389998,tt1764622,tt4981966,tt2265381
nm9855560	Fm Babai	NULL	NULL	actor,writer	tt15446066,tt21198540,tt7392212,tt10731732
nm12290507	Krishna Burugula	NULL	NULL	actor,writer	tt13979126,tt21198540
nm3705380	Raghu Kunche	NULL	NULL	music_department,actor,composer	tt1305803,tt1579534,tt0843335,tt8004570
nm12535823	P. Sunil Kumar Reddy	NULL	NULL	director,writer	tt16289456,tt21198540,tt14564368
nm13811951	Chadalavada Srinivasarao	NULL	NULL	producer	tt21198540
nm6190050	S.V. Sivaram	NULL	NULL	cinematographer	tt3440670,tt21198540
nm5442431	Krishna Mandala	NULL	NULL	editor	tt2589600,tt21198540,tt18673736
nm8264091	Padmaja Lanka	NULL	NULL	actress,writer	tt5824826,tt12381488,tt18989976,tt21198540
nm5347977	Enayet Munna	NULL	NULL	visual_effects,editor	tt2491128
nm5347980	Khurshed Ahammad	NULL	NULL	actor	tt2491128
nm5348302	Anirban Anirban	NULL	NULL	actor	tt2491128
nm5348646	Bristy Bristy	NULL	NULL	actor	tt2491128
nm2156117	Krishnendu Chattopadhyay	NULL	NULL	director,actor,writer	tt6974890,tt14243086,tt10560034,tt8958304
nm3646033	Syed Jobair Ahmed	NULL	NULL	writer,director,producer	tt2491128
nm4488888	Norina Mackey	NULL	NULL	script_department,writer,miscellaneous	tt2345759,tt1211837,tt0918940,tt6320628
nm5348063	A Rahman	NULL	NULL	writer	tt2491128
nm5348254	Saiful Islam Badal	NULL	NULL	cinematographer	tt1081915,tt3032074,tt3982254,tt5101976
nm5348016	Asif Akbar	NULL	NULL	editor	tt2491128
nm4395548	Stephanie Williams	NULL	NULL	producer,director,actress	tt1877693,tt1305587,tt2831468
nm5617883	Mikelle Adgate	NULL	NULL	actress,producer	tt2831468,tt6715442
nm4914648	Alicia Irons	NULL	NULL	actress,producer,production_manager	tt2105407,tt2364412,tt2831468,tt3899796
nm2023513	Momo Dione	1986	NULL	writer,actor,producer	tt8319644,tt1877693,tt0275140,tt0472198
nm2472626	Regina Melzer	NULL	NULL	actress,director,writer	tt8042434,tt12251458,tt10856496
nm4273050	Melanie Reisert	NULL	NULL	actress,director,casting_director	tt5208938,tt2831468,tt5779210,tt1932764
nm0371415	Ashli Haynes	NULL	NULL	actress,writer,casting_department	tt3168734,tt2356777,tt2292959,tt9748424
nm2175964	Carlos Jackson	NULL	NULL	actor,stunts	tt6473344,tt0056758,tt0092325,tt0765485
nm5540377	Kevin D Hoagland	NULL	NULL	director,writer,producer	tt18672122,tt4335666,tt1710904
nm4854460	Scott Meisterheim	NULL	NULL		tt2182427,tt2599374,tt2299640,tt4335666
nm10403682	Casey Morgan	NULL	NULL		tt9703198,tt4335666,tt7749176,tt14966112
nm13352663	Heath Jones	NULL	NULL		NULL
nm0033308	Paulo Araújo	1932	NULL	actor,director	tt0491288,tt0491290,tt0491294,tt0219450
nm0786939	Dina Sfat	1938	1989	actress	tt0209549,tt0065631,tt0209788,tt0208635
nm0332281	Paulo Goulart	1933	2014	actor,producer	tt0288401,tt0149517,tt0138247,tt0271383
nm0276910	Jardel Filho	1927	1983	actor	tt0064616,tt0209587,tt0209549,tt0219450
nm0758559	Arlete Salles	1942	NULL	actress	tt1124067,tt0267218,tt0219450,tt0138260
nm0167444	Maria Cláudia	1949	NULL	actress	tt0209549,tt0184610,tt0209817,tt0209745
nm0481342	Mário Lago	1911	2002	actor,writer,soundtrack	tt0219450,tt0208627,tt0031076,tt0149429
nm0703138	Emiliano Queiroz	1938	NULL	actor,writer,soundtrack	tt0317887,tt0219450,tt0163853,tt0067006
nm0012401	João Paulo Adour	1944	2018	actor	tt0154055,tt0209827,tt0208635,tt0181996
nm0023490	Lúcia Alves	1948	NULL	actress	tt0439460,tt0209819,tt0205651,tt0139759
nm0042623	Paulo Autran	1922	2007	actor	tt0189809,tt0457076,tt0209723,tt0145612
nm0290645	Suely Franco	1939	NULL	actress	tt0294196,tt0251503,tt5067984,tt0209616
nm0652777	Grande Otelo	1915	1993	actor,soundtrack,composer	tt0064616,tt0083946,tt0209624,tt0191271
nm0901636	Janete Vollu	NULL	NULL	actress	tt0262958
nm1903393	Maria Lúcia Godde	NULL	NULL		tt0456708
nm0340716	Wilson Grey	1923	1993	actor,miscellaneous	tt0088092,tt0259926,tt0259961,tt0084650
nm0645262	Hélio Oiticica	1937	1980	actor,director,art_director	tt16992942,tt0068333,tt0182268,tt14543458
nm1804205	Carlinhos Pandeiro de Ouro	NULL	NULL	actor	tt0143837,tt0456708
nm1340002	Ricardo Sollberg	NULL	NULL	director,writer,miscellaneous	tt0143837,tt0456708
nm0756258	Pierre Louis Saguez	NULL	NULL	producer,cinematographer,assistant_director	tt0456708,tt0078140
nm0930066	Barry Hugh Williams	NULL	NULL	producer,sound_department	tt0456708,tt0078140
nm0069990	Jorge Ben Jor	1942	NULL	soundtrack,composer,actor	tt1103275,tt1650554,tt0118655,tt3731562
nm0757865	Luiz Carlos Saldanha	1944	NULL	cinematographer,editor,camera_department	tt0204495,tt0078140,tt0163853,tt0078512
nm1934901	Glen Campbell	NULL	NULL	actor	tt0461730,tt0179063,tt1315058,tt8178440
nm4093741	Kailash Satyarthi	NULL	NULL		tt6980550,tt9134204,tt1672104,tt5148778
nm3955487	Pankaj Johar	NULL	NULL	producer,director,writer	tt12332814,tt10024036,tt1676222,tt5148778
nm3962500	Avinash Baghel	NULL	NULL	composer,music_department	tt9064242,tt1679290,tt10247160,tt8826176
nm2274273	Nirmal Chander	NULL	NULL	editor,director	tt0808277,tt15671588,tt10024036,tt13156860
nm10589229	Kevin O'Reilly	NULL	NULL	director,actor,writer	tt15448278,tt14773046,tt10116578,tt6854902
nm12720187	Kevina O'Reily	NULL	NULL	actress	tt10116578
nm10594493	Christian Savos	NULL	NULL		NULL
nm10594486	Geneva Phan	NULL	NULL	actress	tt10171528,tt14780142,tt3900614,tt11992510
nm12486862	Imi Mbedla	NULL	NULL	actor	tt15787466,tt10126744
nm7743595	Adelaide Kennedy	NULL	NULL	actress,director,writer	tt10126744,tt3456370,tt7472896,tt8747140
nm10268221	Yasmin Polley	NULL	NULL	actress	tt13238072,tt10126744,tt10965318,tt15034884
nm9188211	Elena Liu	NULL	NULL	actress	tt10614090,tt10126744,tt18072064,tt7231570
nm10594489	Federico Gazzilli	NULL	NULL	actor	tt9265262,tt18766148,tt15145768,tt10126744
nm9610913	Molly Barwick	NULL	NULL	actress	tt7973020
nm10594485	Lila Tapper	NULL	NULL	actress	tt12580204,tt21153380,tt10126744,tt8747140
nm10594492	Hari Kutty	NULL	NULL		NULL
nm1364177	James Ojala	1977	NULL	make_up_department,special_effects,producer	tt0376994,tt1190080,tt3113836,tt1104001
nm10200223	Pate Travis James	NULL	NULL	writer	NULL
nm10689101	Travis James Pate	NULL	NULL	director,actor,producer	tt20565118,tt10322518,tt21098590,tt20565068
nm3142928	Chris Silva	1971	NULL	producer,writer,director	tt4146728,tt15415324,tt0812352,tt1924277
nm7499656	Viewers	NULL	NULL	actor	NULL
nm9645331	Barbarian	NULL	NULL	actor,director,writer	tt10782818,tt8037822,tt10782830,tt10763220
nm10892896	Pilot	NULL	NULL		NULL
nm10200808	Marina Lang	NULL	NULL	producer,actress,writer	tt10856470,tt11141780,tt9150546,tt16590930
nm10935776	Mohua Roy	NULL	NULL		NULL
nm4131336	Rachel Alig	1987	NULL	actress,stunts	tt7629464,tt7044076,tt6604106,tt9701124
nm8894011	Amelia White	1995	NULL	actress	tt10943828,tt12681360,tt8548792,tt9098454
nm3821377	Miles Faber	NULL	NULL	actor,producer,director	tt6878820,tt1091909
nm4297264	Jojo Marie	NULL	NULL	actress,producer,writer	tt3673794,tt19386904
nm9670502	Havon Baraka	NULL	NULL	actor,writer,director	tt8801206,tt8511274,tt7053188,tt5705192
nm11058482	John Visser	NULL	NULL	actor	tt10943828,tt1719063,tt11818408
nm9977826	Aaron Walker Matis	NULL	NULL	actor,producer	tt3596174,tt16766700,tt10868884,tt9642398
nm9981596	Eric Whiteley	NULL	NULL	editor,director,camera_department	tt10392698,tt10392672,tt10782052,tt8717130
nm9981601	Aaron Elliott	NULL	NULL	camera_department,actor,director	tt8717130,tt12106978,tt10750456,tt10392672
nm10354627	Richard Martin	NULL	NULL	camera_department,writer,actor	tt12106916,tt10392698,tt12106978,tt10782102
nm10354626	Calvin Grubb	NULL	NULL	camera_department,art_department,actor	tt10601588,tt10669762,tt10750456,tt8717130
nm9981597	Shane Farley	NULL	NULL	director,actor,camera_department	tt10782102,tt8717130,tt10750456,tt12106916
nm9023526	Gamini Moragollagama	NULL	NULL	cinematographer	tt11554404,tt7730042,tt7866516,tt10742850
nm2793041	Ranjan Ramanayake	1963	NULL	actor,writer,director	tt7731610,tt7730042,tt3531262,tt7640884
nm10546280	Tharindi Fernando	NULL	NULL	actress	tt10810486,tt11333834,tt9804468
nm8300352	Janith Wickremage	NULL	NULL	actor	tt9145948,tt7618032,tt11554404,tt5896470
nm2151247	Sriyantha Mendis	NULL	NULL	actor	tt1663316,tt3117642,tt7760082,tt7673074
nm8358487	Suranga de Alwis	NULL	NULL	director,writer,producer	tt9720866,tt7915058,tt11554404,tt5966718
nm11249211	Nadeesha Samith	NULL	NULL	writer,assistant_director	tt11554404
nm2556703	Aruna Shantha	NULL	NULL	writer,make_up_department,production_manager	tt9830862,tt0240200,tt11328042,tt11554404
nm9427111	Nishantha Weerasingha	NULL	NULL	writer,director,assistant_director	tt11554404,tt7643202,tt9834318,tt8470462
nm5216366	Sarath De Alwis	NULL	NULL	music_department,composer,actor	tt7899236,tt11554404,tt7915058,tt9724492
nm2179663	William Morgan	NULL	NULL	actor,producer,editor	tt13777484,tt15354254,tt16351540,tt18339924
nm0607848	Bob Mortimer	1959	NULL	actor,writer,composer	tt3426990,tt0106131,tt0398599,tt12171110
nm1546196	Matt Berry	1974	NULL	actor,writer,composer	tt0487831,tt2279373,tt2432604,tt0775400
nm8270694	Richard Burnish	NULL	NULL	writer	tt12331872,tt5865060
nm11779508	Richard Burnish Sr.	NULL	NULL		tt12331872
nm9918823	Renato Augusto	NULL	NULL		tt12502840,tt8412178,tt10512272
nm11657132	Bolívia	NULL	NULL	director,writer,producer	tt12502840,tt12572082,tt12136990
nm6266003	Jimmy Conrad	NULL	NULL		tt12502840,tt3511028,tt9663270
nm11657207	Paulo Baier	NULL	NULL		NULL
nm5733388	Lucas Moura	NULL	NULL	actor	tt0421396,tt11898118,tt11958204,tt8927406
nm0739838	Romário	1966	NULL	actor	tt12404608,tt12345490,tt8446976,tt10731058
nm9966635	Falcão Alessandro Rosa Vieira	NULL	NULL	director,actor	tt9207188,tt21158744,tt12534104,tt5804126
nm2280336	Kaká	1982	NULL	producer,actor	tt13039454,tt12572082,tt12393100,tt12502840
nm3577856	Denílson	1977	NULL		tt18828946,tt12106832,tt0816376,tt0192877
nm9866008	Craque Neto	NULL	NULL		tt8470650,tt0466518,tt12502840,tt1518344
